Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/22/073,22,éléments océanographiques,022073,Hauteur maximale des vagues,m,2,0,13,m,2,4,,,Operational,Original
bufr4/0/22/074,22,éléments océanographiques,022074,Période moyenne des vagues,s,1,0,9,s,1,3,,,Operational,Original
bufr4/0/22/075,22,éléments océanographiques,022075,Longueur moyenne des vagues,m,0,0,13,m,0,4,,,Operational,Original
bufr4/0/22/076,22,éléments océanographiques,022076,Direction d'où viennent les vagues dominantes,degré vrai,0,0,9,degré vrai,0,3,(voir Note 2),137,Operational,Original
bufr4/0/22/077,22,éléments océanographiques,022077,Dispersion directionnelle de la vague dominante,°,0,0,9,°,0,3,(voir Note 2),137,Operational,Original
bufr4/0/22/078,22,éléments océanographiques,022078,Durée de l'enregistrement des vagues,s,0,0,12,s,0,4,,,Operational,Original
bufr4/0/22/079,22,éléments océanographiques,022079,Longueur de l'enregistrement des vagues,m,0,0,16,m,0,5,,,Operational,Original
bufr4/0/22/080,22,éléments océanographiques,022080,Fréquence centrale des bandes d'ondes,Hz,3,0,10,Hz,3,4,,,Operational,Original
bufr4/0/22/081,22,éléments océanographiques,022081,Nombre d'ondes central des bandes d'ondes,/m,5,0,13,/m,5,4,,,Operational,Original
bufr4/0/22/082,22,éléments océanographiques,022082,Densité maximale d'ondes à spectres non directionnels,m2 s,2,0,20,m2 s,2,7,,,Operational,Original
bufr4/0/22/083,22,éléments océanographiques,022083,Nombre maximal d'ondes à spectres non directionnels,m3,2,0,20,m3,2,7,,,Operational,Original
bufr4/0/22/084,22,éléments océanographiques,022084,Bandes contenant une densité maximale d'ondes à spectres non directionnels,Numérique,0,0,7,Numérique,0,3,,,Operational,Original
bufr4/0/22/085,22,éléments océanographiques,022085,Rapport de densité d'ondes à spectres,Numérique,0,0,7,Numérique,0,3,,,Operational,Original
bufr4/0/22/086,22,éléments océanographiques,022086,Direction d'où viennent les vagues (valeur moyenne),degré vrai,0,0,9,degré vrai,0,3,(voir Note 3),100,Operational,Original
bufr4/0/22/087,22,éléments océanographiques,022087,Direction principale d'où viennent les vagues,degré vrai,0,0,9,degré vrai,0,3,,,Operational,Original
bufr4/0/22/088,22,éléments océanographiques,022088,Première coordonnée polaire normalisée dérivée des coefficients de Fourier,Numérique,2,0,7,Numérique,2,3,,,Operational,Original
bufr4/0/22/089,22,éléments océanographiques,022089,Deuxième coordonnée polaire normalisée dérivée des coefficients de Fourier,Numérique,2,0,7,Numérique,2,3,,,Operational,Original
bufr4/0/22/090,22,éléments océanographiques,022090,Estimation du spectre non directionnel par fréquence d'ondes,m2 s,2,0,20,m2 s,2,7,,,Operational,Original
bufr4/0/22/091,22,éléments océanographiques,022091,Estimation du spectre non directionnel par nombre d'ondes,m3,2,0,20,m3,2,7,,,Operational,Original
bufr4/0/22/092,22,éléments océanographiques,022092,Estimation du spectre directionnel par fréquence d'ondes,2-1 rad s m,2,0,20,2/m rad s,2,7,,,Operational,Original
bufr4/0/22/093,22,éléments océanographiques,022093,Estimation du spectre directionnel par nombre d'ondes,4 m,2,0,20,4 m,2,7,,,Operational,Original
bufr4/0/22/094,22,éléments océanographiques,022094,Nombre total de bandes d'ondes,Numérique,0,0,7,Numérique,0,3,,,Operational,Original
bufr4/0/22/095,22,éléments océanographiques,022095,Dispersion directionnelle de chaque vague,°,0,0,8,°,0,3,,,Operational,Original
bufr4/0/22/096,22,éléments océanographiques,022096,Largeur spectrale des bandes,/s,3,0,4,/s,3,2,,,Operational,Original
bufr4/0/22/097,22,éléments océanographiques,022097,Longueur d'onde moyenne du spectre de l'image aux petits nombres d'ondes (longueur d'onde > 731 m),m,0,0,14,m,0,5,(voir Note 5),107,Operational,Original
bufr4/0/22/098,22,éléments océanographiques,022098,Dispersion en longueur d'onde aux petits nombres d'ondes (longueur d'onde > 731 m),m,0,0,14,m,0,5,(voir Note 5),107,Operational,Original
bufr4/0/22/099,22,éléments océanographiques,022099,Direction moyenne aux petits nombres d'ondes (longueur d'onde > 731 m),degré vrai,0,0,9,degré vrai,0,3,(voir Note 5),107,Operational,Original
bufr4/0/22/100,22,éléments océanographiques,022100,Dispersion en direction aux petits nombres d'ondes (longueur d'onde > 731 m),°,0,0,9,°,0,3,(voir Note 5),107,Operational,Original
bufr4/0/22/101,22,éléments océanographiques,022101,Énergie totale aux petits nombres d'ondes (longueur d'onde > 731 m),Numérique,0,0,31,Numérique,0 10,,(voir Note 5),107,Operational,Original
bufr4/0/22/102,22,éléments océanographiques,022102,"Densité maximale d'ondes à spectres non directionnels, pondérée en fonction de la fréquence",m2 s,0,0,14,m2 s,0,5,(voir Note 10),104,Operational,Original
bufr4/0/22/103,22,éléments océanographiques,022103,"Densité maximale d'ondes à spectres non directionnels, pondérée en fonction du nombre d'ondes",m3,0,0,14,m3,0,5,(voir Note 10),104,Operational,Original
bufr4/0/22/104,22,éléments océanographiques,022104,"Densité d'ondes à spectres non directionnels, pondérée en fonction de la fréquence",m2 s,0,0,14,m2 s,0,5,(voir Note 10),104,Operational,Original
bufr4/0/22/105,22,éléments océanographiques,022105,"Densité d'ondes à spectres non directionnels, pondérée en fonction du nombre d'ondes",m3,0,0,14,m3,0,5,(voir Note 10),104,Operational,Original
bufr4/0/22/106,22,éléments océanographiques,022106,"Densité d'ondes à spectres directionnels, pondérée en fonction de la fréquence",2m/s rad,0,0,14,2m/s rad,0,5,(voir Note 10),104,Operational,Original
bufr4/0/22/107,22,éléments océanographiques,022107,"Densité d'ondes à spectres directionnels, pondérée en fonction du nombre d'ondes",4 m,0,0,14,4 m,0,5,(voir Note 10),104,Operational,Original
bufr4/0/22/108,22,éléments océanographiques,022108,Rapport de densité d'ondes à spectres,%,0,0,7,%,0,3,,,Operational,Original
bufr4/0/22/120,22,éléments océanographiques,022120,Vérification automatique du niveau d'eau à la station d'observation des marées,Table de code,0,0,5,Table de code,0,2,,,Operational,Original
bufr4/0/22/121,22,éléments océanographiques,022121,Vérification manuelle du niveau d'eau à la station d'observation des marées,Table de code,0,0,5,Table de code,0,2,,,Operational,Original
bufr4/0/22/122,22,éléments océanographiques,022122,Vérification automatique des données météorologiques à la station d'observation des marées,Table de code,0,0,5,Table de code,0,2,,,Operational,Original
bufr4/0/22/123,22,éléments océanographiques,022123,Vérification manuelle des données météorologiques à la station d'observation des marées,Table de code,0,0,5,Table de code,0,2,,,Operational,Original
bufr4/0/22/130,22,éléments océanographiques,022130,Nombre de points corrects dans une bande précise,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/131,22,éléments océanographiques,022131,Moyenne quadratique de la hauteur significative des vagues dans une bande précise,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/132,22,éléments océanographiques,022132,Nombre de points corrects de la hauteur significative des vagues dans une bande précise,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/133,22,éléments océanographiques,022133,Correction finale de l'erreur instrumentale pour la hauteur significative des vagues dans une bande précise,m,3,-1000,11,m,3,4,,,Operational,Original
bufr4/0/22/134,22,éléments océanographiques,022134,Nombre de points corrects pour la rétrodiffusion dans une bande précise,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/141,22,éléments océanographiques,022141,Température de surface de la mer (moyenne mobile sur 15 jours),K,2,0,15,K,2,5,,,Operational,Original
bufr4/0/22/142,22,éléments océanographiques,022142,Carré de la hauteur significative des vagues,m2,3,-33554432,26,m2,3,8,,,Operational,Original
bufr4/0/22/143,22,éléments océanographiques,022143,Carré type de la hauteur significative des vagues à 20 Hz,m2,3,-8388608,24,m2,3,8,,,Operational,Original
bufr4/0/22/144,22,éléments océanographiques,022144,Nombre de points corrects à 20 Hz pour la hauteur significative des vagues au carré,Numérique,0,0,9,Numérique,0,3,,,Operational,Original
bufr4/0/22/145,22,éléments océanographiques,022145,Intervalle océanique type à 20 Hz,m,3,-33554432,31,m,3 10,,,,Operational,Original
bufr4/0/22/146,22,éléments océanographiques,022146,Intervalle pour centre de gravité excentré,m,3,0,31,m,3 10,,,,Operational,Original
bufr4/0/22/147,22,éléments océanographiques,022147,Intervalle type à 20 Hz pour centre de gravité excentré,m,3,-8388608,31,m,3 10,,,,Operational,Original
bufr4/0/22/148,22,éléments océanographiques,022148,Nombre de points corrects à 20 Hz pour l'intervalle océanique,Numérique,0,0,9,Numérique,0,3,,,Operational,Original
bufr4/0/22/149,22,éléments océanographiques,022149,Hauteur significative des vagues au carré à 20 Hz,m2,3,-33554432,26,m2,3,8,,,Operational,Original
bufr4/0/22/150,22,éléments océanographiques,022150,Nombre de points corrects à 18 Hz en bande Ku,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/151,22,éléments océanographiques,022151,Intervalle océanique en bande Ku,m,3,0,31,m,3 10,,,,Operational,Original
bufr4/0/22/152,22,éléments océanographiques,022152,Intervalle océanique type à 18 Hz en bande Ku,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/153,22,éléments océanographiques,022153,Nombre de points corrects à 18 Hz en bande S,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/154,22,éléments océanographiques,022154,Intervalle océanique en bande S,m,3,0,31,m,3 10,,,,Operational,Original
bufr4/0/22/155,22,éléments océanographiques,022155,Intervalle océanique type à 18 Hz en bande S,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/156,22,éléments océanographiques,022156,Hauteur significative des vagues en bande Ku,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/157,22,éléments océanographiques,022157,Intervalle océanique type à 18 Hz en bande Ku,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/158,22,éléments océanographiques,022158,Hauteur significative des vagues en bande S,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/159,22,éléments océanographiques,022159,Hauteur significative des vagues type à 18 Hz en bande S,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/160,22,éléments océanographiques,022160,Age de vague inverse normalisé,Numérique,6,0,21,Numérique,6,7,,,Operational,Original
bufr4/0/22/161,22,éléments océanographiques,022161,Spectres des vagues,4 m,4,0,27,4 m,4,9,,,Operational,Original
bufr4/0/22/162,22,éléments océanographiques,022162,Moyenne quadratique de l'intervalle océanique à 20 Hz en bande Ku,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/163,22,éléments océanographiques,022163,Nombre de points corrects à 20 Hz en bande Ku,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/164,22,éléments océanographiques,022164,Moyenne quadratique de la hauteur significative des vagues à 20 Hz en bande Ku,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/165,22,éléments océanographiques,022165,Nombre de points corrects à 20 Hz pour la hauteur significative des vagues en bande Ku,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/166,22,éléments océanographiques,022166,Correction finale de l'erreur instrumentale pour la hauteur significative des vagues dans la bande Ku,m,3,-1000,11,m,3,4,,,Operational,Original
bufr4/0/22/167,22,éléments océanographiques,022167,Nombre de points corrects de rétrodiffusion en bande Ku,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/168,22,éléments océanographiques,022168,Intervalle océanique en bande C,m,3,0,31,m,3 10,,,,Operational,Original
bufr4/0/22/169,22,éléments océanographiques,022169,Moyenne quadratique de l'intervalle océanique en bande C,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/170,22,éléments océanographiques,022170,Nombre de points corrects à 20 Hz en bande C,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/171,22,éléments océanographiques,022171,Hauteur significative des vagues en bande C,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/172,22,éléments océanographiques,022172,Moyenne quadratique de la hauteur significative des vagues à 20 Hz en bande C,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/173,22,éléments océanographiques,022173,Nombre de points corrects à 20 Hz pour la hauteur significative des vagues en bande C,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/174,22,éléments océanographiques,022174,Correction finale de l'erreur instrumentale pour la hauteur significative des vagues dans la bande C,m,3,-1000,11,m,3,4,,,Operational,Original
bufr4/0/22/175,22,éléments océanographiques,022175,Nombre de points corrects de rétrodiffusion en bande C,Numérique,0,0,10,Numérique,0,4,,,Operational,Original
bufr4/0/22/177,22,éléments océanographiques,022177,Altitude du lanceur de XBT/XCTD,m,0,0,6,m,0,3,,,Operational,Original
bufr4/0/22/178,22,éléments océanographiques,022178,Type de lanceur de XBT/XCTD,Table de code,0,0,8,Table de code,0,3,,,Operational,Original
bufr4/0/22/182,22,éléments océanographiques,022182,Hauteur de la colonne d'eau,m,3,0,23,m,3,7,(voir Note 9),139,Operational,Original
bufr4/0/22/184,22,éléments océanographiques,022184,Écart de la hauteur de la colonne d'eau par rapport à la valeur de référence,m,3,-2000,12,m,3,4,,,Operational,Original
bufr4/0/22/185,22,éléments océanographiques,022185,Nombre de transmissions du BPR,Numérique,0,0,10,Numérique,0,3,,,Operational,Original
bufr4/0/22/186,22,éléments océanographiques,022186,Direction d'où viennent les vagues,degré vrai,0,0,9,degré vrai,0,3,(voir Note 11),13,Operational,Original
bufr4/0/22/187,22,éléments océanographiques,022187,Dispersion directionnelle de la vague,°,0,0,9,°,0,3,(voir Note 12),14,Operational,Original
bufr4/0/22/188,22,éléments océanographiques,022188,Oxygène dissous,umol/kg,3,0,19,umol/kg,3,6,,,Operational,Original
bufr4/0/22/189,22,éléments océanographiques,022189,Intervalle océanique dans une bande précise,m,3,0,31,m,3 10,,,,Operational,Original
bufr4/0/22/190,22,éléments océanographiques,022190,Hauteur significative des vagues dans une bande précise,m,3,0,16,m,3,5,,,Operational,Original
bufr4/0/22/191,22,éléments océanographiques,022191,"Moyenne quadratique de l'intervalle océanique dans une bande précise x cos ( - 1) + r x cos (2 ( - a a a 1 2 ) est le spectre directionnel d'ondes et c a 097 échelle des valeurs en entrée: 0 - 10000 098 échelle des valeurs en entrée: 0 - 10000 099 échelle des valeurs en entrée: 0 - 359 100 échelle des valeurs en entrée: 0 - 359 6 ; mais, étant donné les incertitudes, la valeur peut être supérieure. 101 échelle des valeurs en entrée: 0 - 2 x 10","m 1 et la direction principale des vagues est l'angle a 2) ) ) / a p est le spectre non directionnel, la partie droite de cette expression correspondant aux 11 ) de la série Fourier. Si, pour une fréquence donnée, la direction moyenne et la direction principale sont a",4,0,"16 2, dans l'expression S (f, a",m,4 ) qui équivaut a,5,,,Operational,Original
